Filename,HiFspp,LoFspp,Consensus,ByVote,#Maj,#Accpt,MeanClssn,DiscrProb,Clssn if<Thr,DP if<Thr,Fc mean,Fc StdDev,Dur mean,Dur StdDev,calls/sec,1st,2nd,3rd,4th,<--All spp in sqnc classified with a DP>0.75 in order of prevalence,ParentDir,NextDirUp,FileLngth,Version,Filter,Preemphasis,MaxSegLngth,DP Thr,AccpQuality,AccpQualForTally,Max#CallsConsidered
REF-Summer_Tree-091313-20130911_030107.wav,,1,,Lano,1,1,Lano,0.9328,,,27.44,,10.97,,1.54,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030127.wav,,1,,Lano,1,1,Lano,0.9627,,,27.52,,12.09,,2.46,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030141-Lano.wav,,1,Lano,Lano,7,7,Lano,0.9949,,,27.25,0.41,16.08,2.55,2.54,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030153-Lano.wav,,1,Lano,Lano,3,3,Lano,0.9999,,,26.96,0.06,14.54,0.33,2.5,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030216-Lano.wav,,1,Lano,Lano,3,3,Lano,0.9321,,,27.08,0.32,14.14,1.6,2.86,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030228-Lano.wav,,1,Lano,Lano,3,3,Lano,0.9995,,,27.72,0.49,11.5,4.17,3.82,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,30 kHz anti-katydid,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030239-Lano.wav,,1,Lano,Lano,6,6,Lano,0.9872,,,26.96,0.68,13.84,1.7,3.67,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030456.wav,,1,,Lano,1,1,Lano,0.9989,,,27.46,,14.11,,3.69,Lano,Anpa,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,30 kHz anti-katydid,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030508.wav,,1,,LanoTabr,1,2,,,Tabr/Lano,0.706/0.285,27.03,,11.38,,2.25,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030521.wav,,1,,,,,Lano,0.9885,,,,,,,0.85,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030545.wav,,,,,,,,,,,,,,,2.4,,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,30 kHz anti-katydid,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030606-Myca.wav,1,,Myca,Myca,2,2,Myca,0.983,,,50.1,1,2.61,0.04,7.85,Myca,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030633-Lano.wav,,1,Lano,Lano,7,7,Lano,0.9915,,,26.8,0.3,16.5,1.37,4.4,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030759.wav,,1,,,,,,,Lano/Tabr,0.706/0.293,,,,,3.94,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030945-Lano.wav,,1,Lano,Lano,2,2,Lano,0.9957,,,26.15,0.22,15.97,0.54,2.64,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_030956-Lano.wav,,1,Lano,Lano,6,6,Lano,0.9934,,,27.71,0.24,12.11,1.23,3.97,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031007.wav,,1,,Lano,1,1,Lano,0.9995,,,27.32,,13.36,,3.27,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,30 kHz anti-katydid,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031149-Lano.wav,,1,Lano,Lano,8,8,Lano,0.9991,,,26.89,0.38,18.25,1.55,3.42,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031219-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9681,,,27.07,0.46,13.1,1.78,3.51,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031249-Lano.wav,,1,Lano,Lano,2,3,Lano,0.9999,,,27.13,0.04,12.22,0.62,3.13,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031302.wav,,,,Lano,1,1,Lano,0.9276,,,26.4,,18,,2.95,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031319-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9961,,,26.73,0.33,13.04,2.14,2.77,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031330-Lano.wav,,1,Lano,Lano,3,3,Lano,0.9617,,,26.66,0.12,15.74,1.38,2.17,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031356-Tabr.wav,,1,Tabr,Tabr,2,3,Tabr,0.9876,,,27.66,0.16,10.32,0.33,3.76,Tabr,Lano,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031512-Lano.wav,,1,Lano,Lano,2,2,Lano,0.992,,,27.01,0.5,12.73,2.38,1.82,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031547-Lano.wav,,1,Lano,Lano,6,6,Lano,0.969,,,26.52,0.43,16.68,2.39,3.42,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031637.wav,,1,,,,,,,Tabr/Lano,0.835/0.156,,,,,3.12,Tabr,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031710.wav,,1,,Lano,2,2,,,Lano/Tabr,0.586/0.370,27.52,0.4,11.65,2.52,4.1,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031818-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9981,,,28.21,0.3,13.47,1.25,4.27,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031911.wav,,1,,Lano,1,1,Lano,0.9956,,,26.76,,13.45,,3.96,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_031922.wav,,1,,Lano,1,1,Lano,0.9905,,,26.79,,19.11,,2.96,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032111.wav,,,,,,,,,,,,,,,4.14,,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,30 kHz anti-katydid,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032130.wav,,1,,,,,,,,,,,,,2.75,,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,30 kHz anti-katydid,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032257-Tabr.wav,,1,Tabr,Tabr,1,1,Tabr,0.9997,,,27.38,,9.45,,2.95,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032345.wav,,1,,LanoTabr,1,2,,,Tabr/Lano,0.544/0.456,26.51,,14.38,,2.78,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032359-Lano.wav,,1,Lano,Lano,6,6,Lano,0.98,,,26.57,0.32,16.67,2.55,3.37,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032505.wav,,1,,,,,,,Lano/Tabr,0.674/0.325,,,,,2.82,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032606.wav,,1,,LanoTabr,2,4,,,Lano/Tabr,0.798/0.153,27.29,0.35,19.66,12.09,2.55,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032624.wav,,1,,Lano,1,1,Lano,0.9797,,,27.11,,16.81,,2.88,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032655-Lano.wav,,1,Lano,Lano,6,6,Lano,0.9913,,,26.2,0.63,14.94,2.05,3.18,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_032710-Lano.wav,,1,Lano,Lano,7,7,Lano,0.9963,,,26.58,0.3,14.18,2.49,4.67,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_033215.wav,,,,,,,,,,,,,,,3.64,,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,30 kHz anti-katydid,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_033448-Lano.wav,,1,Lano,Lano,4,5,Lano,0.9918,,,26.94,0.31,13.95,0.32,3.11,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_033650-Lano.wav,,1,Lano,Lano,5,6,Lano,0.969,,,26.25,0.26,15.45,0.69,3.85,Lano,Epfu,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_033701-Lano.wav,,1,Lano,Lano,7,7,Lano,0.9873,,,25.95,0.36,17.07,1.71,3.57,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_033831-Lano.wav,,1,Lano,Lano,2,2,Lano,0.9942,,,25.91,0.56,16.43,2.43,3.85,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_033845-Lano.wav,,1,Lano,Lano,6,6,Lano,0.9733,,,25.96,0.58,18.18,3.3,3.38,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034028-Laci.wav,,1,Laci,Laci,1,1,Laci,0.9997,,,23.12,,6.16,,3.67,Laci,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034057-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9975,,,26.04,0.41,16.95,1.46,3.27,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034153-Lano.wav,,1,Lano,Lano,7,7,Lano,0.9983,,,26.24,0.32,17.09,1.53,3.61,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034314-Laci.wav,,1,Laci,Laci,2,3,Laci,0.9813,,,22.93,0.29,7.33,0.83,4.19,Laci,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034517.wav,,1,,,,,,,,,,,,,1.46,,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034544-Lano.wav,1,1,Lano,Lano,2,3,Lano,0.9999,,,26.11,0.11,11.69,4.81,3.66,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034603-Myca.wav,1,,Myca,Myca,3,4,Myca,0.9633,,,48.65,1.22,3.98,0.71,9.43,Myca,Labl,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034627-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9927,,,26.11,0.59,14.92,3.33,5.41,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034639-Myca.wav,1,,Myca,Myca,8,8,Myca,0.999,,,50.1,1.23,2.8,0.1,13.05,Myca,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034653-Myca.wav,1,,Myca,Myca,2,2,Myca,0.9982,,,51.97,0.43,2.13,0.12,13.89,Myca,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034841-Lano.wav,,1,Lano,Lano,3,3,Lano,0.9995,,,26.16,0.87,16.54,6.33,2.39,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_034904-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9829,,,25.31,0.13,17.56,0.42,3.63,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035333-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9712,,,26.57,0.27,15.9,1,3.51,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035358-Lano.wav,,1,Lano,Lano,8,8,Lano,0.9832,,,25.97,0.22,17.15,1.13,2.8,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035511-Lano.wav,,1,Lano,Lano,3,3,Lano,0.9983,,,28.01,0.21,12.92,1.3,1.85,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035539-Lano.wav,,1,Lano,Lano,2,2,Lano,0.9872,,,26.9,0.22,14.29,0.43,4.22,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,30 kHz anti-katydid,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035550-Lano.wav,,1,Lano,Lano,3,3,Lano,0.9421,,,26.68,0.4,12.98,1.8,3.93,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035601.wav,,1,,Lano,1,1,Lano,0.9998,,,26.15,,14.04,,2.49,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035645-Lano.wav,,1,Lano,Lano,3,3,Lano,0.9914,,,28.04,0.16,14.68,3.57,3.22,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035700.wav,,1,,,,,,,,,,,,,2.44,,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035711-Lano.wav,,1,Lano,Lano,8,8,Lano,0.9989,,,27.28,0.19,18.2,1.84,3.61,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035741-Lano.wav,,1,Lano,Lano,8,8,Lano,0.9996,,,27.71,0.15,16.43,1.35,3.43,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035935-Lano.wav,,1,Lano,Lano,6,6,Lano,0.9997,,,27.32,0.11,16.5,0.86,2.76,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_035947-Lano.wav,,1,Lano,Lano,3,3,Lano,0.9987,,,25.63,0.21,17.01,2.5,2.03,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040244-Lano.wav,,1,Lano,Lano,6,6,Lano,0.9952,,,27.6,0.28,16.83,1.46,2.89,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040255-Lano.wav,,1,Lano,Lano,2,3,Lano,0.998,,,27.22,0.4,17.25,3.8,2.24,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040335-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9906,,,27.63,0.15,16.22,1.22,2.39,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040403-Lano.wav,,1,Lano,Lano,7,7,Lano,1,,,27.29,0.21,15.42,3.77,3.02,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040436-Lano.wav,,1,Lano,Lano,5,5,Lano,0.9819,,,27.42,0.84,18.36,1.91,5.26,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040513.wav,,1,,,,,,,,,,,,,1,,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040701-Tabr.wav,,1,Tabr,Tabr,1,1,Tabr,0.9457,,,25.06,,14.2,,2.47,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040814-Lano.wav,,1,Lano,Lano,6,6,Lano,0.9998,,,27.22,0.27,17.45,1.17,2.68,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040840-Tabr.wav,,1,Tabr,Tabr,2,2,Tabr,0.9637,,,28.46,0.19,9.44,1.38,3.21,Tabr,Lano,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_040856-Lano.wav,,1,Lano,Lano,7,7,Lano,1,,,27.83,0.29,14.82,1.23,2.5,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_041122-Lano.wav,,1,Lano,Lano,4,6,Lano,0.998,,,28.24,0.23,12.52,1.11,3.67,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,30 kHz anti-katydid,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_041132-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9974,,,27.53,0.21,15.67,2.1,4.17,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_041246-Lano.wav,,1,Lano,Lano,4,5,Lano,0.9972,,,27.07,0.35,16.95,3.55,2.77,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_043421-Lano.wav,,1,Lano,Lano,8,8,Lano,0.9943,,,27.25,0.4,15.78,3.14,2.75,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_043816-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9447,,,25.49,0.58,16.43,3.57,3.17,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_045640-Lano.wav,,1,Lano,Lano,6,7,Lano,0.9998,,,26.52,0.12,14.2,1.34,3.03,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_045651-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9887,,,26.05,0.18,15.09,3.03,1.6,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_045839.wav,,1,,Lano,1,1,Lano,0.9656,,,25.19,,16.32,,2.61,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_050446-Lano.wav,,1,Lano,Lano,2,2,Lano,0.9752,,,25.92,0.95,15.63,1.72,3.45,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_053110-Tabr.wav,,1,Tabr,Tabr,2,2,Tabr,0.9812,,,23.73,0.26,16.4,0.94,2.47,Tabr,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_053502-Lano.wav,,1,Lano,Lano,4,4,Lano,0.9992,,,25.21,0.32,14.76,1.48,2.54,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_053631.wav,,1,,Lano,1,1,Lano,0.9401,,,25.14,,17.39,,2.75,Lano,Tabr,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_053734-Lano.wav,,1,Lano,Lano,7,7,Lano,0.9986,,,25.16,0.29,18.53,0.57,2.46,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_053824-Laci.wav,,1,Laci,Laci,1,1,Laci,0.9994,,,18.6,,14.99,,1.76,Laci,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
REF-Summer_Tree-091313-20130911_054526-Lano.wav,,1,Lano,Lano,8,8,Lano,0.9812,,,25.51,0.16,19.1,0.85,2.51,Lano,,,,,REF-Summer_Tree-091313,REF-Summer_Tree,4999.74,3.2,5 kHz,medium,8.0 sec,0.9,0.8,0.2,8
